45,"連擊用技能。<hex:02100103>使用時會按下列順序發動魔法。<hex:02100103>如果連擊過程中未滿足魔法的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>赤火炎<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>340　<hex:024804F201F803><hex:024904F201F903>消耗魔力：<hex:0249020103><hex:0248020103>200<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>赤疾風<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>370　<hex:024804F201F803><hex:024904F201F903>消耗魔力：<hex:0249020103><hex:0248020103>300<hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>赤飛石<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>340　<hex:024804F201F803><hex:024904F201F903>消耗魔力：<hex:0249020103><hex:0248020103>200<hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>赤閃雷<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>370　<hex:024804F201F803><hex:024904F201F903>消耗魔力：<hex:0249020103><hex:0248020103>300<hex:02100103>5：<hex:024804F201F403><hex:024904F201F503>赤核爆<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>600　<hex:024804F201F803><hex:024904F201F903>消耗魔力：<hex:0249020103><hex:0248020103>400"
46,"連擊用技能。<hex:02100103>使用時會按下列順序發動技能。<hex:02100103>如果連擊過程中未滿足技能的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>短兵相接<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>130<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>魔回刺<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>220<hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>魔交擊斬<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>290<hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>魔連攻<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>470<hex:02100103>5：<hex:024804F201F403><hex:024904F201F503>交劍<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>150<hex:02100103>6：<hex:024804F201F403><hex:024904F201F503>赤神聖<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>600　<hex:024804F201F803><hex:024904F201F903>消耗魔力：<hex:0249020103><hex:0248020103>400<hex:02100103>7：<hex:024804F201F403><hex:024904F201F503>焦熱<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>700　<hex:024804F201F803><hex:024904F201F903>消耗魔力：<hex:0249020103><hex:0248020103>400"
47,"連擊用技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>利刃斬<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>殘暴彈<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>300<hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>迅連斬<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>400"
48,"連擊用技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>切割<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>增盈切割<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>地獄切割<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※妖異之鐮狀態中，變為絞決。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※妖異之鐮且縊殺效果提高狀態中，變為縊殺。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※夜遊魂狀態中，變為虛無收割。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※夜遊魂且交錯收割效果提高狀態中，變為交錯收割。<hex:0249020103><hex:0248020103>"
49,"連擊用技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>旋轉釤割<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>噩夢釤割<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※妖異之鐮狀態中，變為斷首。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※夜遊魂狀態中，變為陰冷收割。<hex:0249020103><hex:0248020103>"
50,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ファストブレード」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「ライオットソード」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「ロイヤルアソリティ」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「ロイエ実行可」効果中は、「ロイエ」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「ゲベート実行可」効果中は、「ゲベート」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「グラブカッマー実行可」効果中は、「グラブカッマー」に変化する。<hex:0249020103><hex:0248020103>"
51,"連擊用技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>重劈<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>兇殘裂<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>暴風斬<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※原初的解放狀態中，變為裂石飛環。<hex:0249020103><hex:0248020103>"
52,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「ヘヴィスラッシュ」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「サイフォンストライク」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「ソウルイーター」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「ブラックブラッド」効果中は、「レッドデリリアム」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「ブラックブラッド」および「カマパンス実行可」効果中は、「カマパンス」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「ブラックブラッド」および「トアクリーバー実行可」効果中は、「トアクリーバー」に変化する。<hex:0249020103><hex:0248020103>"
53,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「キーンエッジ」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「ブルータルシェル」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「ソリッドバレル」<hex:0249020103><hex:0248020103><hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>「バーストストライク」<hex:0249020103><hex:0248020103>"
54,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「カスケード」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「ファウンテン」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「アン・アヴァン」効果中は、「リバースカスケード」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「アン・アヴァン」効果中、かつ「カスケード」コンボ成立後は、「ファウンテンフォール」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「剣の舞い実行可」効果中は、「剣の舞い」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「剣の舞い実行可」および「暁の絆」効果中は、「暁の舞い」に変化する。<hex:0249020103><hex:0248020103>"
55,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「双竜脚」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「双掌打」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「破砕拳」<hex:0249020103><hex:0248020103><hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>「猿舞連撃」<hex:0249020103><hex:0248020103><hex:02100103>5：<hex:024804F201F403><hex:024904F201F503>「竜頷正拳撃」<hex:0249020103><hex:0248020103><hex:02100103>6：<hex:024804F201F403><hex:024904F201F503>「虎襲崩拳」<hex:0249020103><hex:0248020103><hex:02100103>7：<hex:024804F201F403><hex:024904F201F503>「夢幻闘舞」<hex:0249020103><hex:0248020103>"
56,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「竜眼雷電」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「竜牙竜爪」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「竜尾大車輪」<hex:0249020103><hex:0248020103><hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>「雲蒸竜変」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「ヘヴンスラスト実行可」効果中は、「ヘヴンスラスト」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「スタークロッサー実行可」効果中は、「スタークロッサー」に変化する。<hex:0249020103><hex:0248020103>"
57,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「双刃旋」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「風断ち」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「旋風刃」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「かくれる」効果中は、「終撃」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「三印自在」効果中は、「月影雷獣爪」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「月影雷獣牙実行可」効果中は、「月影雷獣牙」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「是生滅法実行可」効果中は、「是生滅法」に変化する。<hex:0249020103><hex:0248020103>"
58,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「雪風」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「月光」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「花車」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「回天」効果中は、「氷雪」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「回天」効果中、かつ「雪風」コンボ成立後は、「満月」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「回天」効果中、かつ「月光」コンボ成立後は、「桜花」に変化する。<hex:0249020103><hex:0248020103>"
59,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「スライス」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「ワクシングスライス」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「インファナルスライス」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「エクスギロティン実行可」効果中は、「エクスギロティン」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「レムール」効果中は、「ヴォイドリーパー」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「レムール」効果中、かつ「ヴォイドリーパー」コンボ成立後は、「クロスリーパー」に変化する。<hex:0249020103><hex:0248020103>"
60,"紳士的連擊技能。<hex:02100103>使用時會按下列順序發動紳士的戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>紳士碎擊<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>紳士刺<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>300<hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>紳士之怒<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>330<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊成功：<hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>絕技預備<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒"
61,"單體攻擊用連擊技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>切割<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>320<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>增盈切割<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>400<hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>地獄切割<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>500"
62,"範圍攻擊用連擊技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>旋轉釤割<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>140<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>噩夢釤割<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>180"
63,"單體攻擊用連擊技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>獰豹的銳爪<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>220<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>獰豹的雙牙<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>320<hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>獰豹的尾鞭<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>440<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊成功：<hex:0249020103><hex:0248020103>恢復自身體力　<hex:024804F201F803><hex:024904F201F903>恢復力：<hex:0249020103><hex:0248020103>250"
64,"範圍攻擊用連擊技能。<hex:02100103>使用時會按下列順序發動戰技。<hex:02100103>如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>圖拉爾的嚴酷<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>150<hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>圖拉爾的澎湃<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>210<hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>圖拉爾的峻烈<hex:0249020103><hex:0248020103>　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>270"
65,"コンボ用アクション。<hex:02100103>使用するごとに以下のウェポンスキルを順番に発動する。<hex:02100103>次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。<hex:02100103><hex:02100103>1：<hex:024804F201F403><hex:024904F201F503>「壱の牙【咬創】」<hex:0249020103><hex:0248020103><hex:02100103>2：<hex:024804F201F403><hex:024904F201F503>「弐の牙【猛襲】」<hex:0249020103><hex:0248020103><hex:02100103>3：<hex:024804F201F403><hex:024904F201F503>「参の牙【咬撃】」<hex:0249020103><hex:0248020103><hex:02100103>4：<hex:024804F201F403><hex:024904F201F503>「壱の牙【切創】」<hex:0249020103><hex:0248020103><hex:02100103>5：<hex:024804F201F403><hex:024904F201F503>「弐の牙【疾速】」<hex:0249020103><hex:0248020103><hex:02100103>6：<hex:024804F201F403><hex:024904F201F503>「参の牙【噛砕】」<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「祖霊降ろし」効果中、かつ「大空喰らう蛇」コンボ成立後は、「祖霊の牙【壱】」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「祖霊降ろし」効果中、かつ「祖霊の牙【壱】」コンボ成立後は、「祖霊の牙【弐】」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「祖霊降ろし」効果中、かつ「祖霊の牙【弐】」コンボ成立後は、「祖霊の牙【参】」に変化する。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※「祖霊降ろし」効果中、かつ「祖霊の牙【参】」コンボ成立後は、「祖霊の牙【肆】」に変化する。<hex:0249020103><hex:0248020103>"
66,""
