key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
829,"太陽神之衡","攻擊所造成的傷害提高",213204,25,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
830,"世界樹之幹","受到攻擊的傷害減少",213205,25,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
831,"放浪神之箭","自動攻擊間隔縮短，同時戰技與魔法的詠唱及複唱時間也會縮短",213206,25,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
832,"戰爭神之槍","暴擊發動率提高",213207,25,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,12,0,False,0,False,0,False,0,18,0,False,False,0
833,"河流神之瓶","魔力持續恢復",213208,25,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
834,"建築神之塔","技力持續恢復",213209,25,0,99,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
835,"吉星相位","體力會隨時間逐漸恢復",213215,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,True,10,0,False,0,False,0,False,0,0,0,False,False,0
836,"陽星相位","體力會隨時間逐漸恢復",213216,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,True,10,0,False,0,False,0,False,0,0,0,False,False,0
837,"黑夜領域","抵消一定傷害",213217,28,0,99,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,100,0,False,0,False,0,False,0,12,0,False,False,0
838,"燒灼","體力逐漸減少",213213,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,5,False,0,0,0,False,False,0
839,"白晝學派","自身的一部分治療技能會附加持續恢復體力效果",213218,84,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
840,"黑夜學派","自身的一部分治療技能會附加能夠抵消一定傷害的防護罩",213219,84,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
841,"光速","魔法的詠唱時間縮短",213220,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
842,"光流乙太","魔力持續恢復的同時抑制仇恨上升",213221,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,60,0,False,0,False,0,False,0,0,0,False,False,0
843,"熾灼","體力逐漸減少",213214,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,5,False,0,0,0,False,False,0
844,"封技","攻擊所造成的傷害降低",213222,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
845,"星位合圖","對隊員發動單體治療魔法時，額外恢復特定隊員的體力",213223,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,50,0,True,0,False,0,False,0,0,0,False,False,0
846,"星位合圖","附加此效果的占星術士對某一隊員發動單體治療魔法時，身附此效果的隊員會恢復額外的體力",213224,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
847,"命運之輪","產生能夠令範圍內隊員恢復體力的區域",213227,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,50,4,True,0,False,0,False,0,27,0,False,False,0
848,"命運之輪","產生減輕傷害的防護區域",213227,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,4,True,0,False,0,False,0,27,0,False,False,0
849,"命運之輪","減輕所受到的傷害",213226,65,0,99,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
850,"釣上大尺寸的魚機率提升","釣魚時釣上大尺寸的魚的機率增加",216023,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
851,"整備","下次發動的戰技必定打出暴擊和直擊<hex:02100103>受暴擊或直擊發動率提高效果影響時，攻擊造成的傷害提高",213001,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,1,0,False,0,False,0,False,0,0,0,False,False,0
852,"升變","切換了浮空砲塔的作戰模式",213002,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
853,"速射","戰技的複唱時間縮短",213003,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
854,"鉛彈","體力逐漸減少",213007,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,0
855,"熱彈","物理攻擊所造成的傷害提高",213005,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
856,"獨頭彈效果提高","下次發動獨頭彈的威力提高",213004,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
857,"狙擊彈效果提高","下次發動狙擊彈的威力提高",213006,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
858,"高斯槍管","攻擊造成的傷害提高的同時，對機工士的戰技附加額外的詠唱時間",213010,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,0
859,"昏頭脹腦","魔法攻擊所造成的傷害降低",213008,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
860,"武裝解除","攻擊所造成的傷害降低",213009,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
861,"野火","若受到了來自附加這一狀態的機工士發動的戰技攻擊的話，效果時間結束時會受到傷害",213011,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,True,50,0,False,0,False,0,False,0,0,0,False,False,0
862,"特殊彈","武器中裝填了特殊彈",218401,0,5,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
863,"原初大地","減輕所受到的傷害",216306,112,0,22,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-50,0,False,0,False,0,False,0,41,0,False,False,0
864,"暗黑之力","減輕所受到的傷害",216306,112,0,98,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-50,0,False,0,False,0,False,0,41,0,False,False,0
865,"放浪神的小步舞曲","攻擊造成的傷害提高的同時，對弓箭手和吟遊詩人的戰技附加額外的詠唱時間",212610,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,0
866,"光陰神的禮讚凱歌","下次異常狀態效果無效",212611,110,0,24,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
867,"激情詠唱","下次詠唱的崩潰、火炎以及雷系魔法必定觸發「崩潰的追加效果」「火苗」「雷雲」",212655,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
868,"天語","魔法攻擊所造成的傷害提高",212656,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,5,0,True,0,False,0,False,0,0,0,False,False,0
869,"厭世","攻擊所造成的傷害降低",214818,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
870,"反推","受到物理攻擊時給予對方反擊傷害，並且在受到擊退效果時，令擊退無效的同時擊退並擊倒對方",214817,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
871,"元素之美名","元素之印記效果提高",216122,21,0,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
872,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
873,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
874,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
875,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
876,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
877,"不可言名","無法附加新的元素之美名效果",216117,21,0,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
878,"堅實的心得","堅實製作不消耗製作力和耐久",211653,0,0,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
879,"工匠之魂","「高品質」狀態的出現機率提高",216118,0,0,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
880,"工作小調","根據檔數的不同會附帶各種各樣的製作效果",218361,0,11,33,1,16,0,False,False,False,False,False,False,False,True,False,0,0,False,False,50,0,True,0,False,0,False,0,0,0,False,False,0
881,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
882,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
883,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
884,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
885,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
886,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
887,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
888,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
889,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
890,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
891,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
892,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
893,"受傷加重","受到攻擊的傷害增加",217101,40,5,1,2,17,0,False,False,False,False,False,False,True,False,False,100,0,False,False,15,0,False,0,False,0,False,0,0,0,False,False,0
894,"風屬性耐性低下","對抗風屬性的耐性有所降低",218201,0,4,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-25,0,False,0,False,0,False,0,0,0,False,False,0
895,"無敵","所有攻擊均無效化",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,1,0,False,False,0,0,True,0,False,0,False,0,1,0,False,False,0
896,"擊倒","被擊倒在地，無法移動或發動技能",215044,0,0,1,2,3,0,True,False,True,True,False,False,False,False,True,100,0,False,False,0,4,False,0,False,0,False,0,0,0,False,False,0
897,"○削除予定","連続してＨＰが回復している狀態。",212626,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
898,"雷屬性耐性低下","對抗雷屬性攻擊的耐性有所降低",217741,0,2,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-50,0,False,0,False,0,False,0,0,0,False,False,0
899,"物理受傷減輕","受到物理攻擊的傷害減少",215052,36,0,1,1,16,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-40,0,False,0,False,0,False,0,0,0,False,False,0
900,"時間停止","周圍的時間不再流動",215579,0,0,1,2,17,0,True,False,True,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,32,0,False,False,0
901,"拘束","無法做出任何行動",215545,0,0,1,2,17,0,True,False,True,True,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
902,"部隊特效：金碟幣提高","獲得金碟幣數量更多",216519,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,0,0,True,0,True,0,False,0,0,0,False,False,0
903,"收藏品製作","可以通過製作將特定道具製作為收藏品",216116,0,0,33,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
904,"獵物","作為獵物被盯上了，靠近其他玩家時可以將目標轉移過去",215026,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
905,"凝凍","身體被凍住，達到4檔時會陷入凍結狀態",217661,0,4,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
906,"暗黑之力","引爆體內負面的感情，獲得了暗黑之力<hex:02100103>攻擊所造成的傷害提高，受到攻擊的傷害減少",217061,0,5,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,True,0,False,0,False,0,0,0,False,False,0
907,"奧秘的祝福","受到了奧秘的祝福，治療量提升",217061,0,8,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,0
908,"龍神同調","浸潤在龍神巴哈姆特的乙太之中，心像變得鮮明<hex:02100103>積攢到6檔之後會附加龍神附體狀態",217061,0,6,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
909,"魔力持續恢復","魔力會隨時間逐漸恢復",210408,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,60,0,False,0,False,0,False,0,0,0,False,False,0
910,"死亡宣告","倒數計時為0時會陷入無法戰鬥狀態",215503,0,0,1,2,9,0,False,False,False,False,False,False,True,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
911,"冰面","站在結冰的地面上，一旦移動便會滑開",215615,76,0,1,2,17,0,False,False,False,False,False,False,False,True,True,100,0,False,False,0,0,False,0,False,0,False,0,7,0,False,False,0
912,"受傷減輕","受到攻擊的傷害減少",215021,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
913,"太陽神之衡（抽卡）","抽取了奧秘卡「太陽神之衡」",213229,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
914,"世界樹之幹（抽卡）","抽取了奧秘卡「世界樹之幹」",213230,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
915,"放浪神之箭（抽卡）","抽取了奧秘卡「放浪神之箭」",213231,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
916,"戰爭神之槍（抽卡）","抽取了奧秘卡「戰爭神之槍」",213232,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
917,"河流神之瓶（抽卡）","抽取了奧秘卡「河流神之瓶」",213233,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
918,"建築神之塔（抽卡）","抽取了奧秘卡「建築神之塔」",213234,23,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
919,"識破","能夠攻擊潛伏狀態的敵人",215676,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
920,"太陽神之衡（暫留）","保留了奧秘卡「太陽神之衡」",213235,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
921,"世界樹之幹（暫留）","保留了奧秘卡「世界樹之幹」",213236,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
922,"放浪神之箭（暫留）","保留了奧秘卡「放浪神之箭」",213237,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
923,"戰爭神之槍（暫留）","保留了奧秘卡「戰爭神之槍」",213238,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
924,"河流神之瓶（暫留）","保留了奧秘卡「河流神之瓶」",213239,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
925,"建築神之塔（暫留）","保留了奧秘卡「建築神之塔」",213240,24,0,1,1,0,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
926,"睡眠","陷入沉睡，無法做出任何行動",215013,1,0,1,2,2,3,True,False,True,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,0,False,0,3,0,False,False,0
927,"花蜜","身上被塗滿了花蜜",215583,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,0
928,"黑色威脅","雷獸陷入狂暴狀態",215503,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
929,"受傷減輕","受到攻擊的傷害減少",215021,40,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
930,"拘束","無法做出任何行動",215545,0,0,1,2,17,0,True,False,True,True,False,False,False,True,True,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
931,"打擊耐性降低","對抗打擊攻擊的耐性有所降低",217701,0,8,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,0
932,"隔離","與同伴隔離",215677,0,0,1,2,0,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
933,"魔法治療力降低","魔法治療力減弱",215059,13,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
934,"物理受傷加重","受到物理攻擊的傷害增加",215053,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
935,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
936,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
937,"寄生","被敵人操縱，會不斷攻擊其他玩家<hex:02100103>被攻擊的玩家也會陷入寄生狀態",215680,64,0,1,2,17,23,False,False,False,True,False,True,False,False,False,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,0
938,"窒息","效果時間結束時會因窒息而陷入無法戰鬥狀態",215665,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
939,"無法發動技能","無法發出任何技能",215045,0,0,1,2,3,0,False,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
940,"出血","無屬性持續傷害，體力逐漸流失",217121,0,8,1,2,17,0,False,False,False,False,False,False,False,True,True,10,0,False,False,10,0,False,0,False,5,False,0,0,0,False,False,0
941,"遠程物理攻擊無效化","遠程物理攻擊無法造成傷害",215681,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
942,"魔法攻擊無效化","魔法攻擊無法造成傷害",215682,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
943,"聖劍的加護","受到聖劍阿斯卡隆中龍眼的加護",218241,0,8,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,3,0,False,0,False,0,False,0,0,0,False,False,0
944,"蒼天之劍","攻擊所造成的傷害提高<hex:02100103>並且對周圍的友軍同樣有效",215668,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
945,"蒼天之盾","受到傷害降低<hex:02100103>並且對周圍的友軍同樣有效",215667,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
946,"蜘蛛形態","身體呈蜘蛛的外形",215679,69,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
947,"鳥形態","身體呈鳥的外形",215678,69,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
948,"雷屬性反擊","以雷屬性傷害反擊所受到的一切攻擊",215684,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
949,"火屬性反擊","以火屬性傷害反擊所受到的一切攻擊",215685,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
950,"冰屬性反擊","以冰屬性傷害反擊所受到的一切攻擊",215686,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
951,"風屬性反擊","以風屬性傷害反擊所受到的一切攻擊",215687,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
952,"土屬性反擊","以土屬性傷害反擊所受到的一切攻擊",215688,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
953,"水屬性反擊","以水屬性傷害反擊所受到的一切攻擊",215689,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
954,"無屬性反擊","以無屬性傷害反擊所受到的一切攻擊",215690,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
955,"治療魔法效果提高","發動治療魔法的治療量提高",215058,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,False,0,False,0,False,0,0,0,False,False,0
956,"命運之輪","體力會隨時間逐漸恢復",213225,0,0,99,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
957,"酵母","身上附著有酵母，捕食的效果上升",218421,0,8,1,2,17,0,False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
958,"獵物","作為獵物被盯上了，靠近其他敵人時可以將目標轉移過去",215026,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
959,"人形態","身體呈人類的外形",215669,69,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
960,"熱病","身體極度發熱，無論做出任何行動都會受到火屬性傷害",215647,0,0,1,2,17,19,False,False,False,False,False,False,False,False,False,99,0,False,False,100,0,False,0,False,0,False,0,23,0,False,False,0
961,"抓捕","被抓住，無法行動，體力逐漸減少",215564,0,0,1,2,17,0,True,False,True,False,False,False,False,False,False,0,0,False,False,500,0,False,0,False,5,False,0,0,0,False,False,0
962,"攻擊力提高","攻擊力有所提高",215050,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,0
963,"攻擊力降低","攻擊力有所降低",215051,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,0
964,"防禦力提高","防禦力有所提高",215052,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,0
965,"防禦力降低","防禦力有所降低",215053,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,0
966,"速度提高","速度有所提高",215062,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,0
967,"速度降低","速度有所降低",215063,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,0,False,0,0,0,False,False,0
968,"核石特效","自身附帶「奧秘核石」設施特效",216206,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
969,"無敵","一切攻擊都無法造成傷害",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
970,"抵抗動物","令「動物」類型的寵物所造成的傷害無效化",216601,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
971,"抵抗魔物","令「魔物」類型的寵物所造成的傷害無效化",216602,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
972,"抵抗玩偶","令「玩偶」類型的寵物所造成的傷害無效化",216603,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
973,"抵抗機件","令「機件」類型的寵物所造成的傷害無效化",216604,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
974,"害怕動物","被「動物」類型的寵物攻擊時受到的傷害增加",216605,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
975,"害怕魔物","被「魔物」類型的寵物攻擊時受到的傷害增加",216606,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
976,"害怕玩偶","被「玩偶」類型的寵物攻擊時受到的傷害增加",216607,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,0,False,0,0,0,False,False,0
